Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
003d09ef-e16c-4e8a-badf-847d46cb3dc0___FAM_B.Rot 3184.JPG,Grape___Black_rot,3773.412401574805,4345.48434496869,4100.262364665356,4469.384152768304,0.40885336075133377,0.40035697767118744,0.40813459162119564,0.39703942805016024,35.822834645669296,39.862545725091444,38.23271407480316,40.51974703949408,6.4608677389638265,6.5374571734507345,6.466796990778386,6.551823503482671,0.1525530382603735,0.14672975139241853,0.15312582419598444,0.14549844215318647,0.39058038642560317,0.3830531965568471,0.39131294918004494,0.3814425804143875,0.625955159379931,0.5701124591074662,0.5935490652588967,0.5578553711826868
00cab05d-e87b-4cf6-87d8-284f3ec99626___FAM_B.Rot 3244.JPG,Grape___Black_rot,4494.05376476378,4746.444168888338,4372.769315944883,4985.584971169942,0.3456074457150976,0.3353983689312066,0.34826234558091435,0.3350572399962645,41.99397145669292,43.84661169322338,40.94020669291339,45.41868683737366,7.126075933229132,7.196368081593372,7.100372000269489,7.197344420765037,0.10607681969758476,0.10107115756422588,0.10764280909665334,0.10126348710754332,0.32569436546797176,0.3179169035522111,0.3280896357653703,0.31821924377313093,0.5902511654025608,0.5668836370110797,0.6006859958360168,0.5450618708971173
00cff577-afd4-4e36-ac9c-a52aa6ae5949___FAM_B.Rot 0508.JPG,Grape___Black_rot,3408.6483759842517,3687.153078306156,3314.7203494094488,3812.5152210304423,0.47004542285695156,0.4585365383730459,0.4705370197230717,0.459024614735215,32.44229822834646,34.32314464628929,31.7679625984252,35.240126480252954,5.864461114209228,5.94162481436431,5.8586805574564735,5.959450770639414,0.19332780920200524,0.1854574413470235,0.19418802308063604,0.18465206054350347,0.43969058348116263,0.4306476998046355,0.4406677014266374,0.42971160159286304,0.6555468589375406,0.628553796814964,0.6650385401609367,0.6159247328870111
02c0e019-97c2-48f5-ac40-90b8789e6288___FAM_B.Rot 0753.JPG,Grape___Black_rot,2546.5920275590547,3165.8356996713987,2992.660063976378,3242.0922561845123,0.5176814703754669,0.5075644636543932,0.5166134684895999,0.5079964975609231,25.82689468503937,30.6260772521545,29.36183562992126,30.94190588381177,5.339000791128482,5.42430008431735,5.354872790919733,5.421560908870579,0.2519539764421325,0.24483206632728577,0.25238298785923735,0.24476918976777995,0.5019501732663637,0.4948050791243818,0.5023773361321521,0.49474153834884327,0.7136526663994314,0.645305827227001,0.6634952829433254,0.6367621885808945
02f75392-dbad-4ab8-a35d-d391f9d57113___FAM_B.Rot 3323.JPG,Grape___Black_rot,2691.5567175196857,3157.492962985926,2654.0062746063,3007.171182342366,0.527063084915597,0.5171701917435142,0.5269807993510471,0.5188162889772223,26.75959645669292,29.867319734639473,26.71604330708662,28.843077686155386,5.235857355753313,5.310913873423356,5.230221869509578,5.307689410773437,0.26155308774240593,0.25406182785829506,0.26186950066771236,0.253878195399766,0.5114226116847064,0.5040454620947351,0.5117318640340001,0.503863270540497,0.6728293315904733,0.6177082392225518,0.6773937546349809,0.635908367893966
03a8e589-18ca-4596-8db7-ff1efe9b3b05___FAM_B.Rot 0755.JPG,Grape___Black_rot,3435.7945374015753,4193.39072478145,3934.2756520669295,4206.002294004587,0.41200143472162487,0.40274248122207856,0.4112426625001828,0.40100440152297306,33.46001476377953,38.7741955483911,37.216473917322844,39.093620187240376,6.425436588134284,6.502652082709274,6.428832633349117,6.512105005471714,0.15606658422789513,0.15039841816307095,0.15757455825214395,0.14981995727522976,0.3950526347563007,0.38781234916267293,0.39695662011376504,0.38706583067384,0.657354719420066,0.5825889436725098,0.6075809274050461,0.5813335852342253
04af92d1-7da1-49a8-aba6-f7110b52a90f___FAM_B.Rot 3546.JPG,Grape___Black_rot,2975.0831692913384,3495.7020274040547,3065.5009842519685,3363.846611693224,0.4518048465968936,0.441383097967684,0.45142748502949126,0.442287137948958,30.562623031496063,34.41044082088165,31.060285433070867,33.23355446710894,6.006758749806085,6.097151774109171,6.009462741509504,6.081178920936139,0.18883364408574527,0.18158923942623129,0.18936657685327093,0.18280162842178238,0.43454993278764326,0.426132889397464,0.43516270158788994,0.4275530708833494,0.6569222486228469,0.5980036657644998,0.6464955348552055,0.6131666840507622
04bd87b8-f596-4ccc-a9c9-6af129535edc___FAM_B.Rot 0578.JPG,Grape___Black_rot,2825.2929379921266,3462.380680761362,3028.390132874016,3282.1478082956173,0.4506655275071021,0.44029970309565647,0.4504628529761682,0.4411941148000941,29.7859251968504,34.11668423336847,31.088582677165366,32.723665447330895,6.010960224186179,6.092115628332762,6.010971008413133,6.095518479531556,0.18855925455991554,0.1811119241929723,0.18882483828200092,0.1811092641343321,0.4342341011020617,0.42557246644134805,0.43453980057297503,0.42556934115879647,0.665069162443003,0.5906707400445524,0.6409925392112856,0.6119782146142828
04e6bfe5-ccc3-4888-87bb-780035a243e1___FAM_B.Rot 0577.JPG,Grape___Black_rot,3273.2843257874015,3746.1137082274163,3214.771530511811,3843.797383594768,0.4164703921551565,0.4075144750593401,0.4167468183918564,0.40713901043534106,33.242495078740156,36.252588505177016,32.841289370078734,37.22623845247691,6.373699755600054,6.445439499264679,6.362499913359642,6.455920145502555,0.15919656119097403,0.15296288959494647,0.1599848149647472,0.15296259360576261,0.3989944375439011,0.3911047041329808,0.3999810182555507,0.3911043257313355,0.6406543950506978,0.5889813466624216,0.6465452530197527,0.5782636226877396
04f22aa8-7ef0-4cce-8708-394e97a328b1___FAM_B.Rot 3391.JPG,Grape___Black_rot,2840.8174212598424,3386.688945377891,2989.243971456692,3257.6509393018787,0.4803520433052519,0.4709476444072161,0.4816489213649889,0.4711027854298327,28.897022637795267,32.73122946245892,29.842150590551174,31.779155558311114,5.715741955093105,5.798618760226607,5.7182863945152445,5.804487847168017,0.21388444528598033,0.20698943977093098,0.21490676239409107,0.20648305224938296,0.4624764267354395,0.45496092114700465,0.46358037317609885,0.4544040627562467,0.6771137810969146,0.6163128153475464,0.660243676309738,0.630931881362464
