Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
Blackrot (1).JPG,Grape___Black_rot,752.6647671568627,805.4526259131103,703.2281249999999,965.5653517877738,0.07556260626288555,0.07150532282528546,0.08109370783342189,0.06320186244171733,19.035355392156863,19.65202614379084,18.31605392156863,21.74134563629373,9.624927328285166,9.650393964095429,9.594410151893351,9.736076514241335,9.30824851769752e-05,8.938377440670274e-05,9.713049349258698e-05,8.16279664122322e-05,0.009647926470334193,0.009454299255190875,0.009855480378580589,0.009034819666835205,0.8802589065542679,0.8718631974999482,0.8882244135222791,0.846391289972341
Blackrot (100).JPG,Grape___Black_rot,512.4489430147058,559.6567781622451,454.9557904411764,590.8055517108803,0.12055224280619042,0.09929575591750493,0.11693502324180993,0.09564568522976201,14.898483455882353,15.786666666666665,14.15361519607843,16.257116493656284,9.342607217773457,9.41586023467937,9.316889556943112,9.441061648579508,0.00016030586943723568,0.00013385334744673511,0.00015599316425022827,0.00013067803898213809,0.012661195418965607,0.011569500743192643,0.012489722344801276,0.011431449557345652,0.921818404989598,0.9146890212636408,0.9306065879651892,0.9099416072625233
Blackrot (13).JPG,Grape___Black_rot,266.8059895833334,340.8279430988081,265.48737745098043,327.53633217993075,0.11717506305990076,0.09235170684783155,0.11273953357015071,0.09604639814423968,11.200076593137256,12.990034602076124,11.196139705882354,12.677831603229524,8.845725253384167,8.967662722637089,8.846331787403935,8.948102182443046,0.00022673657104539124,0.000195510761616691,0.00022244228669562196,0.00019858153512364223,0.015057774438654314,0.013982516283440938,0.014914499210353057,0.014091896079791472,0.9116444915694321,0.8872281087491746,0.9120503111097322,0.8916263176257425
Blackrot (14).JPG,Grape___Black_rot,203.81300551470585,311.64405997693194,197.17023590686276,243.51650903498654,0.14677050018838417,0.11508994565042324,0.15184553793216501,0.12389427501971127,9.489353553921568,11.899346405228759,9.21233149509804,10.635494040753557,8.64663896034619,8.846010540348898,8.614330059569912,8.757432204082127,0.0002729945785950716,0.00021728619740936,0.0002856225905075573,0.00023657301534721586,0.01652254758186738,0.014740630834850997,0.01690037249611846,0.015380930249735088,0.9188179494601934,0.8758479916285249,0.9213585675872592,0.9029877800544452
Blackrot (15).JPG,Grape___Black_rot,409.0818627450981,449.6222837370242,357.6635569852941,470.45202614379093,0.08354397163697537,0.07726137934735801,0.0928368975865147,0.07359406444978595,14.529105392156863,15.226343713956167,13.469255514705884,15.696655132641292,9.243739039899495,9.276008903610272,9.183874040714313,9.30286209513527,0.00013510804137831602,0.00012952756318696215,0.00014563642983618082,0.00012683744355858754,0.011623598469420562,0.011381017669214039,0.012067991955424101,0.01126221308440697,0.8969817460372965,0.8867654253428233,0.909902434068923,0.8815219185254329
Blackrot (16).JPG,Grape___Black_rot,126.21668198529412,172.30858900422916,122.06182598039216,166.91334102268362,0.1735250507162224,0.13419775792096203,0.16720034950281717,0.13687882849133906,7.495389093137255,8.991403306420608,7.416145833333333,8.888458285274893,8.364498968225403,8.532662432553225,8.362024740595027,8.524997849841654,0.000379327277594555,0.0003036410595930557,0.0003695559034160539,0.0003055780308670799,0.01947632608051516,0.017425299411862504,0.01922383685469823,0.017480790338742693,0.9545432044290781,0.9378652216046045,0.9560078717143368,0.9398108451841819
Blackrot (17).JPG,Grape___Black_rot,633.3835171568629,684.3316724336795,622.8937346813726,751.9815609381009,0.07059043444473084,0.06602550815629878,0.07260125202225033,0.06234523589737086,18.063357843137258,18.803644752018457,17.776118259803926,19.671126489811613,9.519776523097656,9.553851697618175,9.510712018936921,9.58879007413541,9.792669604989671e-05,9.369040180772161e-05,9.988634460754276e-05,9.094505839516078e-05,0.009895791835416543,0.009679380238823228,0.009994315614765364,0.009536511856814355,0.8575165439748899,0.8461538907990485,0.8597830407419003,0.8309474137070283
Blackrot (18).JPG,Grape___Black_rot,267.1604166666668,324.89299500192226,203.77994791666669,304.2648058439062,0.09664172483385595,0.08417572428723434,0.11294459645651718,0.08639651507519616,11.811182598039217,13.137916186082274,10.128691789215686,12.73028835063437,9.003729557250736,9.090811574257524,8.864972394765614,9.066060836889895,0.00016034353242292635,0.0001454147482092549,0.0001866281898788928,0.00014886818588242975,0.012662682670861113,0.012058803763610008,0.013661192842460456,0.012201155104432931,0.906369038970304,0.8862551125496196,0.9286990650977582,0.8934759205352912
Blackrot (189).JPG,Grape___Black_rot,625.2649816176472,700.2184698193001,594.3210018382354,725.8926259131102,0.08126168758367003,0.07202056419687196,0.08255530267890313,0.0727547709624719,17.884221813725492,19.024744329104188,17.41420036764706,19.267358708189157,9.443392115163338,9.495460060292743,9.425306062905152,9.5044383222838,0.00011931704264886103,0.00010755228115173514,0.0001181494900924524,0.00010581480136362537,0.01092323407461641,0.010370741591213964,0.010869659152542567,0.010286632168189225,0.8585764291237094,0.8418764662029198,0.8657523194402243,0.8360795328561335
Blackrot (19).JPG,Grape___Black_rot,620.7309129901962,676.604982698962,622.4513480392158,686.0256824298348,0.09708353762526692,0.08493067101371404,0.09781641695143234,0.08506145769698059,17.313419117647065,18.318139177239527,17.22797181372549,18.368473663975397,9.370340033837582,9.42967839552572,9.364329171672237,9.42952452556684,0.00015532109701647207,0.00013514028629748028,0.0001570776470438053,0.00013594132679871598,0.012462788492808184,0.011624985432140562,0.012533062157501865,0.011659387925560928,0.8569170355058798,0.8437629117280092,0.8565333795243472,0.8415803721765011
Blackrot (190).JPG,Grape___Black_rot,177.85430453431377,242.34272971933873,213.57651654411762,267.1668435217224,0.1867313284623612,0.1406936857596307,0.1609123575266682,0.1347587698552406,8.36138174019608,10.075263360246058,9.225045955882353,10.613487120338332,8.670087714262362,8.859517578678732,8.774882573083659,8.90033423759976,0.00031909219579759,0.0002424940219810173,0.00027458099987084293,0.00023286994724916528,0.017863151899863306,0.015572219558592709,0.01657048580672404,0.01526007690836338,0.9723578377795219,0.9623412126164459,0.9667995691651884,0.9584835998616209
Blackrot (191).JPG,Grape___Black_rot,131.23806678921565,177.7367320261438,124.66026348039216,164.1695040369089,0.20683172001138514,0.16010256819483532,0.20557880183780017,0.16641279187438623,7.135125612745099,8.619746251441756,6.920557598039215,8.247320261437908,8.354281514568225,8.547589374189185,8.33777683741394,8.509789193460193,0.0006053732432387783,0.0004502358466511195,0.0005840535294042556,0.0004695872302981094,0.02460433383042057,0.021218761666297103,0.02416719945306563,0.021669961474310686,0.9681176086554854,0.9568621312504962,0.9697511187184419,0.9601547645549131
Blackrot (192).JPG,Grape___Black_rot,699.7975337009802,757.2534409842367,675.1951439950982,803.5774394463665,0.06710623480025608,0.06255314537849431,0.07157754838269456,0.0625411150054872,18.87844669117647,19.66780469050365,18.488465073529408,20.24059976931949,9.555256343031312,9.584191739939294,9.536872113189977,9.605584257310294,9.607452193116829e-05,9.23480026683612e-05,9.855124456338907e-05,9.036656856167316e-05,0.009801761164768722,0.009609786817009063,0.009927297948756705,0.009506133207654581,0.867772223948877,0.8568004348468875,0.8723750250736343,0.848042350520797
Blackrot (193).JPG,Grape___Black_rot,337.922012867647,419.9634294502115,347.8794883578432,434.76695117262585,0.10872210919601227,0.09282006599729872,0.10680880696494555,0.08818329357160402,12.488587622549021,13.975978469819303,12.680223651960787,14.3199231064975,9.124900227043575,9.214463470021963,9.136999022244199,9.231914184208451,0.0001968499945934256,0.00017573650805053687,0.00019850212076635192,0.00017321004948707362,0.01403032410863789,0.01325656471528491,0.014089078066585901,0.013160928899096508,0.9433856053223253,0.9297104152214989,0.9417077016352643,0.9272324592761102
Blackrot (194).JPG,Grape___Black_rot,159.22642463235297,210.44752018454435,139.2648284313726,201.70054594386778,0.15607507488937225,0.12616084484451193,0.16398002035251408,0.1283976351623444,8.075382965686277,9.481153402537485,7.502849264705882,9.342129950019222,8.473966590324595,8.621224108551711,8.414744794384474,8.61042840785834,0.00031471261241169273,0.00026023469221387495,0.0003311146666846887,0.00026255574668069734,0.017740141273724197,0.016131791351671858,0.018196556451281893,0.01620357203460698,0.9415884675188363,0.9227809996767924,0.9489055387974562,0.9259904574374094
Blackrot (195).JPG,Grape___Black_rot,168.73014705882358,233.35807766243752,157.29191176470593,246.45913110342173,0.15954433954617583,0.13131477207184794,0.16261151472001095,0.12659314125915636,8.10747549019608,9.625820838139179,7.851133578431374,9.913771626297578,8.592795385870632,8.747712903343988,8.569177238831314,8.770505480012714,0.0003001116936319565,0.0002466939858845288,0.00030871809651786584,0.000242395399634098,0.017323732093055367,0.015706495022267977,0.017570375537189462,0.015569052624809834,0.9494588887238564,0.9301095624343112,0.9528128639325099,0.9261863884996878
Blackrot (196).JPG,Grape___Black_rot,344.895174632353,396.68030757401004,289.7301776960785,427.62277585544024,0.09911963336638216,0.09061083857347965,0.1166723290879936,0.08527263567844422,12.709451593137258,13.681184159938486,11.376746323529416,14.235463283352557,9.125582233734573,9.182824708151522,9.021534940343855,9.221044875181452,0.00015409546602418545,0.000144667039456773,0.00018030726144241402,0.00013964947974199143,0.012413519485793924,0.012027761198858788,0.01342785394031429,0.01181733809882714,0.9107612330578655,0.8973720188380663,0.9249536372033432,0.8893669069217778
Blackrot (197).JPG,Grape___Black_rot,494.8145526960784,588.0343252595154,490.2218290441176,589.8667435601691,0.10818887722225283,0.08519395082700167,0.09939946707458777,0.08703342113222962,14.48563112745098,16.279430988081504,14.681142769607844,16.147835447904647,9.301552991291766,9.40648385133643,9.319479242661606,9.396187376004567,0.00014021014397257064,0.00011996852717310245,0.00013387102935920079,0.00012162618671640349,0.011841036439964647,0.010953014524463229,0.011570264878523775,0.011028426302805105,0.9077581409391228,0.8902846144811296,0.9085700300418271,0.889942628108358
Blackrot (198).JPG,Grape___Black_rot,626.621124387255,723.3563398692809,623.9461090686275,705.3661822376008,0.07200428218954494,0.06503284157945635,0.07248265271038852,0.06613082635411442,17.85093443627451,19.173886966551322,17.780606617647063,18.986482122260668,9.542106829947176,9.59659881087533,9.538741291798083,9.590397030337416,9.440538288308587e-05,8.83782758265423e-05,9.469776967542535e-05,8.904592782978654e-05,0.00971624324948104,0.009400972068171583,0.009731277905569512,0.009436414988213826,0.862518695060259,0.8412418494069654,0.8629147224565289,0.8451872562848414
Blackrot (199).JPG,Grape___Black_rot,199.4429074754902,272.11249519415605,223.28988970588236,264.65579392541326,0.1707744051476778,0.1329491939251904,0.15487969936660248,0.1303004198962548,8.998667279411766,10.64290657439446,9.56047794117647,10.758923490965012,8.605589147404897,8.766061113126092,8.672555733304927,8.781221151544324,0.0003966669172839172,0.0003052175981171881,0.00035553741161752696,0.00030081707845783137,0.019916498620086744,0.01747047790179731,0.018855699711692667,0.01734407906052758,0.9451054269004419,0.924985573688676,0.93855029073572,0.9270413092784532
Blackrot (20).JPG,Grape___Black_rot,468.3369638480393,562.7603537101114,465.66234681372555,519.1848827374088,0.08786785218354295,0.07416573278333793,0.08629607541176446,0.07777185311714661,15.343520220588239,17.037262591311034,15.384620098039214,16.347635524798154,9.324453689071195,9.41346089323632,9.329658713860352,9.379603577115423,0.0001207487054257978,0.00010843527043764106,0.00011971256266369905,0.00011202611718410144,0.010988571582594246,0.010413225746023231,0.010941323624849923,0.010584239093298179,0.873364335212091,0.847977985514266,0.8741066540097787,0.8597475997582122
Blackrot (21).JPG,Grape___Black_rot,315.57185968137253,378.09540945790087,278.3167432598039,345.6684198385237,0.09211454185912955,0.07800432524426008,0.10194260498527119,0.08309948578210499,12.690548406862744,14.260792003075741,11.82170649509804,13.506974240676662,9.049706704207813,9.143827466376207,8.984717442330815,9.098399354703332,0.00015959332329362503,0.00014240936817693964,0.000171300645334727,0.00014937667040491477,0.012633025104606775,0.011933539633190968,0.013088187244027608,0.012221974897900698,0.8975756268622568,0.8772731064021081,0.9096598335763834,0.8877983685261305
Blackrot (22).JPG,Grape___Black_rot,585.6096966911765,719.5795617070357,602.4148437499999,749.8572087658591,0.09974026367134363,0.0810319100767774,0.09317805444240111,0.08098046020469052,16.11879595588235,18.14488273740869,16.44379595588235,18.217162629757784,9.466959030124883,9.570881039124645,9.490446994141424,9.565864514033349,0.00012291027921202183,0.00010538176175401146,0.00011672580576731304,0.00010569536662694866,0.011086490843004464,0.010265561930747458,0.010803971758909453,0.010280825191926407,0.8990811780340271,0.8761274102824527,0.8961490306493867,0.8709139887843215
Blackrot (23).JPG,Grape___Black_rot,251.67054227941173,285.3541253364091,205.50217524509804,314.2128258362167,0.11096811006631255,0.097838437827508,0.12445094880057588,0.09287580378240654,10.958532475490195,11.822683583237216,9.849295343137253,12.49185697808535,8.979004098352474,9.03956928816329,8.892798986899713,9.08422108757009,0.00018336277382046567,0.0001694746985344559,0.00019922968517216934,0.0001625758643386944,0.01354115112612165,0.013018244833096968,0.014114874607029612,0.012750524080942493,0.933413533478389,0.9245088953558677,0.945683951986207,0.9168749266258106
Blackrot (24).JPG,Grape___Black_rot,378.63068321078447,435.95527873894673,390.29494485294117,423.92375240292205,0.12911774607065277,0.10510199831249016,0.12393157157857616,0.10518418602580523,13.145971200980393,14.483383314109961,13.343688725490196,14.232003075740103,8.925166458016417,9.020882565210208,8.940505198049122,9.00713015410258,0.0002354511523512592,0.00019728158852929878,0.00022597415957804692,0.00019954789222079289,0.015344417628286165,0.01404569644159017,0.0150324369141549,0.014126142156328205,0.879985906799614,0.8618894350926334,0.8765658545498701,0.8657007941720954
Blackrot (25).JPG,Grape___Black_rot,222.30108762254906,299.75181853133404,222.29303002450976,259.60387543252597,0.15518137514617097,0.12250457773276942,0.16302373546604454,0.1330774083546147,9.497380514705885,11.201660899653975,9.221614583333333,10.448442906574394,8.709652673209058,8.861960834936804,8.664533706749667,8.80238855017257,0.0002940749388756729,0.0002381131321892726,0.00031227402208585644,0.0002548203963193407,0.017148613322239,0.015430914820232552,0.017671276753134065,0.01596309482272597,0.9426822319943844,0.922675784875259,0.9426481854876226,0.9330310137741132
Blackrot (26).JPG,Grape___Black_rot,437.45039828431374,547.8321722414456,403.4710324754903,480.54131487889276,0.08174422926316753,0.06870222745408253,0.08617830154453898,0.07400643289682757,15.017279411764704,16.98459054209919,14.364139093137256,15.915247981545562,9.326695013460649,9.4264458531133,9.286152018447696,9.372153413036107,0.00011833358113465974,0.00010564357215698397,0.00012256638447351984,0.00011122271163857514,0.010878123971285661,0.010278305899173461,0.01107097034922955,0.010546217883135884,0.8948679650892895,0.8684596221476544,0.9031359035894007,0.8846160603781588
Blackrot (27).JPG,Grape___Black_rot,158.19777879901963,210.82157631680118,153.71116727941177,213.68038446751245,0.1684141321163212,0.13320917742164437,0.16434951917538693,0.13233780314552673,8.193367034313725,9.62231449442522,8.08717830882353,9.729165705497884,8.57973760207314,8.723580542255615,8.57129310030274,8.73042305337943,0.00029609207921832946,0.00024244873138285164,0.0002928361669039553,0.00024187284309808374,0.017207326323933344,0.01557076527929349,0.017112456483624885,0.015552261671476716,0.955409645661434,0.9404421882437993,0.9566941680884034,0.9396342728879999
Blackrot (28).JPG,Grape___Black_rot,380.36311274509796,419.48013840830447,372.3139859068628,480.5785467128026,0.1053780769695633,0.0900955752613059,0.10593001144012949,0.08647089585614126,13.074509803921567,14.10531334102268,12.845327818627451,14.948896578239136,9.18010033947076,9.250298803652353,9.159840237115857,9.294084116681146,0.00015389025555074968,0.00014023482820392177,0.00015902873049878657,0.000134647765823957,0.012405251128080788,0.011842078711270323,0.01261065939984054,0.011603782392993976,0.9188088847917293,0.9104690598849673,0.9207458466980131,0.8974300725248406
Blackrot (29).JPG,Grape___Black_rot,201.27809436274512,249.36144559784694,160.07489276960789,250.71893886966555,0.14183022171027898,0.1191967647227869,0.15789012796909743,0.12010346117195303,9.405484068627452,10.673833141099575,8.302864583333335,10.635032679738563,8.79900776033556,8.918421117355237,8.68876628793066,8.913521499346471,0.00024058962729929604,0.00020315340224185495,0.0002639613285380023,0.0002043363973960271,0.01551095185020236,0.014253189195469727,0.016246886733710008,0.014294628270648632,0.9447140543957052,0.9314641368102039,0.9560612693719467,0.9310906313956805
Blackrot (30).JPG,Grape___Black_rot,343.2990962009804,432.67286428296813,341.69505208333334,405.7920799692428,0.1332958371447552,0.10020782532612474,0.12456129249914494,0.10656531522667356,12.00736825980392,14.019700115340257,12.171737132352941,13.413179546328339,9.025545676007251,9.170454329250212,9.042858605312038,9.133721897128146,0.00022404982740262158,0.00017943307227678823,0.00021375140608479912,0.00018549515380252566,0.0149682940712234,0.013395263053661479,0.014620239604219869,0.013619660561208039,0.9142772918900023,0.8919772947993067,0.9145853995664465,0.8986878674944866
Blackrot (31).JPG,Grape___Black_rot,282.3663449754902,371.86769703960016,269.43723958333334,340.14797385620915,0.11892031105111556,0.09382985440338022,0.1167619381392396,0.10022126533397811,11.33374693627451,13.301914648212227,11.214813112745096,12.605736255286427,8.929457523869438,9.069633034276904,8.926900055913594,9.026556290725951,0.0002008666757527153,0.00016581006240612808,0.00019606552505346502,0.0001738678865565117,0.014172744115121648,0.012876725608869984,0.01400233998492627,0.013185897260198554,0.9143389930335983,0.8873624804341399,0.9183586544607971,0.8969703894505185
Blackrot (32).JPG,Grape___Black_rot,586.7047794117647,692.3589081122644,550.5441329656862,667.5873740868896,0.07476779571208918,0.0649726491593755,0.07453215660487024,0.06682039627290234,16.943167892156865,18.720215301806995,16.636106004901958,18.212425990003844,9.468989693638497,9.542364583632637,9.459651423021313,9.51708013262307,0.00010942763431582803,0.00010052490679877802,0.00010998999783737023,0.0001028214830571922,0.010460766430612436,0.010026210989141313,0.010487611636467583,0.01014009285249362,0.8998323005836741,0.8817773207587947,0.9059387190918966,0.8860061010995894
Blackrot (33).JPG,Grape___Black_rot,612.5344669117649,720.7771626297579,571.9132352941177,720.6340484429064,0.09130658337885528,0.07954493845420262,0.09331160899280111,0.08227190782377436,17.123131127450986,18.57259515570934,16.47251838235294,18.44144559784698,9.408523827082433,9.472106266663362,9.38032250133044,9.465949170930799,0.00016993832469032347,0.0001454802599361053,0.00016840212072880622,0.0001444762986347338,0.013036039455690653,0.012061519802085693,0.012976984269421236,0.012019829392912938,0.8947991552315804,0.8763255080825535,0.9017994370821647,0.8763486429299332
Blackrot (34).JPG,Grape___Black_rot,187.43633578431374,278.9313956170704,224.57522977941176,282.98477508650524,0.11761026695389126,0.0910607799745256,0.10622308007314853,0.09212718350117077,9.664460784313725,11.967581699346407,10.50669424019608,12.041968473663974,8.82160329723102,8.996803523905914,8.890133803589714,9.005054719988491,0.00020089741625816995,0.00016665355545238052,0.00018939800328449392,0.0001658636306593108,0.014173828567404432,0.012909436682225158,0.013762194711763598,0.01287880548262574,0.9413196513802671,0.9126841786112356,0.9296524763872155,0.9114152634420116
