Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
003d09ef-e16c-4e8a-badf-847d46cb3dc0___FAM_B.Rot 3184.JPG,Grape___Black_rot,220.65462622549023,281.04487504805843,270.631112132353,377.8045213379469,0.49607257831326845,0.485934299672105,0.49130785283767925,0.47885087196318765,7.77604166666667,8.916616685890041,8.648759191176472,10.247520184544403,5.644153999696469,5.7318716877956915,5.690923639347872,5.790359746221523,0.19170458848272018,0.1885435045610618,0.19163208019545538,0.1874612762577194,0.4378408255093627,0.43421596534565815,0.43775801556962424,0.4329679852572467,0.9357250019463504,0.918189504532896,0.9211688461136694,0.8900233456486821
00cab05d-e87b-4cf6-87d8-284f3ec99626___FAM_B.Rot 3244.JPG,Grape___Black_rot,465.39126838235296,474.3324413687044,414.9245557598039,641.1763321799308,0.42067762198333036,0.41422512310822796,0.42448135104191836,0.40698441876635494,11.752910539215687,12.049227220299883,11.14878982843137,14.17911572472126,6.548467746988919,6.596401934129339,6.519057265082409,6.674555297067723,0.1330698961186804,0.12998482912776727,0.13341259584936538,0.12984539427579458,0.36478746705263926,0.36053408871806736,0.36525689021477115,0.36034066419958016,0.9050173785646838,0.9032281404139599,0.9153004301314763,0.8691891581175278
00cff577-afd4-4e36-ac9c-a52aa6ae5949___FAM_B.Rot 0508.JPG,Grape___Black_rot,372.7077818627451,434.2055824682814,342.0996629901961,427.76279892349095,0.5425949652586333,0.5353679678096773,0.5443153496401663,0.5342312965919714,9.761642156862743,10.63581699346405,9.432352941176472,10.67266435986159,5.372906352190439,5.430162477904328,5.356116939054677,5.44106651488536,0.22604960686882755,0.22254277086519675,0.22668801794231785,0.22166168993352883,0.4754467445138599,0.4717443914507058,0.47611765136604406,0.4708096111312181,0.947521868461462,0.9389278753436305,0.951831563526891,0.9398340693118075
02c0e019-97c2-48f5-ac40-90b8789e6288___FAM_B.Rot 0753.JPG,Grape___Black_rot,103.11755514705885,173.95423298731265,140.46305147058825,183.28759707804696,0.6028313883957906,0.5827817775186207,0.5914490981339537,0.5828658165335282,4.609773284313726,6.220315263360248,5.525704656862746,6.329411764705884,4.623041238218436,4.761362400362006,4.689068536793092,4.768025531565251,0.29123244728871567,0.2875269846380027,0.2913716149540966,0.28744247060804257,0.539659566105073,0.5362154274524398,0.5397884909426067,0.5361366156196036,0.9718896320689144,0.9526478925823741,0.9617090605772195,0.9501072561666768
02f75392-dbad-4ab8-a35d-d391f9d57113___FAM_B.Rot 3323.JPG,Grape___Black_rot,245.87686887254895,312.5341637831603,240.54574142156864,275.23530949634767,0.5918953580684475,0.5813172836363962,0.5911484403489664,0.5837881722503518,7.354411764705881,8.379915417147252,7.309099264705884,7.862206843521725,4.761247036332388,4.832096960209266,4.757021722674382,4.810257568939006,0.3006418854545876,0.29647503972165795,0.3011939023321109,0.2966629843518323,0.5483082029794809,0.5444952155176921,0.5488113540481018,0.5446677742916615,0.9397113985277206,0.9234970703913107,0.9410185821589578,0.932627181446845
03a8e589-18ca-4596-8db7-ff1efe9b3b05___FAM_B.Rot 0755.JPG,Grape___Black_rot,89.91836703431375,152.9122337562476,113.733287377451,172.38096116878125,0.5331794683715765,0.5027054739886384,0.5152332669888565,0.49877695804883126,4.5470741421568635,6.218469819300267,5.384145220588236,6.649750096116877,5.32176776456957,5.504728347038458,5.411197093212535,5.537101738968275,0.19310316462005314,0.1900448414171286,0.19373877467031167,0.18942702196135772,0.43943505165161,0.43594132795265994,0.4401576702390993,0.43523214720578457,0.978719928674418,0.9638184687743304,0.9730846615747656,0.9592118499872198
04af92d1-7da1-49a8-aba6-f7110b52a90f___FAM_B.Rot 3546.JPG,Grape___Black_rot,304.58927696078433,382.11029603998463,311.0617953431372,326.5213071895424,0.5187971790380796,0.5079502069543455,0.5175301936950413,0.5106848442853353,9.006464460784313,10.313940792003075,9.163572303921569,9.554755863129563,5.499398111031266,5.58688508558671,5.503757262893843,5.5509382405299625,0.22532014945799092,0.2212714791474783,0.22555047820962792,0.22224966454063955,0.47467899622586096,0.4703950245777248,0.4749215495317389,0.4714336268666455,0.9269012853197347,0.9084022991355664,0.9253479385334807,0.9217278326918417
04bd87b8-f596-4ccc-a9c9-6af129535edc___FAM_B.Rot 0578.JPG,Grape___Black_rot,222.4178615196078,303.97545559400226,227.9861519607843,273.44141484044604,0.5233572032201542,0.5118637324685384,0.5238677812271297,0.5140629507234029,7.67202818627451,9.066851211072661,7.73357843137255,8.581499423298732,5.379653068742333,5.473160532705963,5.378833285334037,5.451609488266175,0.22657037989445167,0.22260168317245857,0.22706188009776143,0.2227292071883748,0.47599409649117674,0.47180682823848424,0.4765101049272318,0.47194195319803345,0.9470950595753392,0.9277632353920392,0.9457705702917676,0.9350193485875414
04e6bfe5-ccc3-4888-87bb-780035a243e1___FAM_B.Rot 0577.JPG,Grape___Black_rot,345.44739583333336,384.5876509034987,322.25453431372546,419.7614763552479,0.4843106564173351,0.47638340910509575,0.4847694880353286,0.4752036741364531,9.955330882352944,10.632433679354095,9.663786764705883,11.091703191080352,5.912712964180778,5.974996882153758,5.9036627506064905,5.992995494062156,0.19401069685112102,0.19045770187759395,0.1942390742846426,0.1904829176250639,0.44046645371823834,0.43641459860732656,0.44072562245079716,0.43644348732116955,0.9477481472135505,0.9418631206333998,0.95125703252432,0.9365460064661978
04f22aa8-7ef0-4cce-8708-394e97a328b1___FAM_B.Rot 3391.JPG,Grape___Black_rot,247.31305147058833,326.3156016916571,253.77156862745105,280.1715647827758,0.5532459589554792,0.5423073466411146,0.5545136941427992,0.5449134479503384,7.642524509803923,8.952987312572088,7.647120098039218,8.287612456747405,5.112731831143431,5.1986057581318645,5.104137808760519,5.1744781124787504,0.25409023544505144,0.25051402729941064,0.2553361232571308,0.25028568582071686,0.5040736408949108,0.5005137633466343,0.5053079489352318,0.5002856042509287,0.9307004019039852,0.908694054850918,0.9288906606040198,0.9216055579513454
